Country,Date,Time,Year,Site,Cluster,Plot,Latitude,Longitude,Altitude,Accuracy,Photo,SlopeDn,SlopeUp,AvSlope,MajLform,LformDes,PosTopoSeq,PlotCultMgd,Trees,Shrubs,LandOwnership,SEVEREEROS,SWCDescr,AvShrubDensity,AvTreeDensity,VegStructure,ImpactTreeCutting,ImpactAgric,ImpactGrazing,ImpactFire,ImpactUrban,ImpactIndustry,ImpactErosion,ImpactAlienVeg,ImpactCollecting,ImpactOther,fym,freq,fert,fallow,Brnt,KEY,notes1,notes2,LDSFID,LandUse,Crop,Age,Rotation,Intercrping,BrntFreq,FallowYrs
Kenya,19-Jan-19,11:01:00 AM,2019,Gatunga,4,8,-0.104177,38.0222,592.3,5,media/1547884918743.jpg,16,10,13,steep,valley,bottomland,no,yes,yes,private,1,none,0,100,shrubland,0,1,2,0,0,0,3,0,0,0,,,,,,uuid:ea5625c0-568a-4bd4-9209-bb06ce2429f1,Cumass 17 cm,,,pasture_rangeland,,,,,,
Kenya,19-Jan-19,10:38:00 AM,2019,Gatunga,4,9,-0.10223,38.0237,593.1,5,media/1547883561147.jpg,9,8,8.5,sloping,low_gradient_hill,midslope,no,yes,yes,private,1,none,175,75,shrubland,0,0,3,0,0,0,3,0,0,0,,,,,,uuid:d4067aea-3627-4198-bbb9-c39218afc5da,Cumass 28 cm,,,pasture_rangeland,,,,,,
Kenya,12-Jan-19,9:31:00 AM,2019,Gatunga,4,10,-0.106857,38.0309,639.7,5,media/1547274693677.jpg,5,6,5.5,sloping,low_gradient_hill,midslope,yes,yes,yes,private,1,veg,0,0,cropland,0,3,1,0,0,0,2,0,0,0,yes,,no,no,no,uuid:871ec7ab-0a2c-41c0-9deb-307ca7efd5c3,Cumass 31 cm,,,annual_crop,"Green grams, cowpeas, Millet, sorghum",35,no,yes,,
Kenya,17-Jan-19,9:33:00 AM,2019,Gatunga,5,1,-0.165791,38.0511,578,5,media/1547706837158.jpg,5,4,4.5,sloping,low_gradient_hill,midslope,no,yes,yes,private,1,none,25,0,shrubland,0,0,3,0,0,0,3,0,0,0,,,,,,uuid:bba0ac02-9a0d-4ac1-9409-e722b8de5b51,"Cumass 20 cm,infiltration",,,pasture_rangeland,,,,,,
Kenya,17-Jan-19,8:42:00 AM,2019,Gatunga,5,2,-0.166065,38.0486,573.5,5,media/1547703821109.jpg,4,5,4.5,sloping,low_gradient_hill,midslope,no,yes,yes,private,1,none,100,50,shrubland,0,1,3,0,0,0,3,0,0,0,,,,,,uuid:be08bdb9-dbf8-41fd-8cbf-fd95e5fad47d,"Infiltration, cumass 69 cm",,,pasture_rangeland,,,,,,
Kenya,17-Jan-19,11:55:00 AM,2019,Gatunga,5,3,-0.16878,38.0497,564.3,5,media/1547715358893.jpg,3,2,2.5,sloping,low_gradient_hill,footslope,no,yes,yes,private,1,none,75,25,shrubland,0,0,3,0,0,0,3,0,0,0,,,,,,uuid:e3c5eb19-80a4-4d81-bc65-a084780f3a55,,,,pasture_rangeland,,,,,,
Kenya,17-Jan-19,2:52:00 PM,2019,Gatunga,5,4,-0.166505,38.0529,578.9,4,media/1547725993047.jpg,4,5,4.5,sloping,low_gradient_hill,ridge_crest,yes,no,yes,private,1,none,0,0,cropland,0,3,2,0,0,0,3,0,0,0,no,,no,no,no,uuid:9a1597da-f2d1-45a2-b06c-de9f36843361,Cumass 17 cm,,,annual_crop,"Cowpeas, green grams, millet",30,no,no,,
Kenya,17-Jan-19,12:47:00 PM,2019,Gatunga,5,5,-0.168073,38.0494,570.7,5,media/1547718464671.jpg,3,4,3.5,sloping,low_gradient_hill,midslope,no,yes,yes,private,1,none,225,350,bushland,0,0,3,0,0,0,3,0,0,0,,,,,,uuid:bdd400f2-2dc8-4dfa-90ac-5b8084bae34d,Cumass 20 cm,,,pasture_rangeland,,,,,,
Kenya,17-Jan-19,10:18:00 AM,2019,Gatunga,5,6,-0.167016,38.0509,568.5,5,media/1547709569250.jpg,7,3,5,sloping,low_gradient_hill,midslope,no,yes,yes,private,1,none,0,475,bushland,0,0,3,0,0,0,3,0,0,0,,,,,,uuid:e8356cc0-73d5-43cd-851e-56109f5b234d,,,,pasture_rangeland,,,,,,
Kenya,17-Jan-19,11:30:00 AM,2019,Gatunga,5,7,-0.16881,38.0502,558.1,5,media/1547713886499.jpg,15,11,13,sloping,valley,bottomland,yes,yes,yes,private,1,none,0,125,grassland,0,0,3,0,0,0,3,0,0,0,no,,no,yes,no,uuid:850ecfc6-1959-4d2b-a968-938c2e95678c,Infiltration,,,fallow,"Green grams, cowpeas, millet",7,no,no,,3
Kenya,17-Jan-19,2:31:00 PM,2019,Gatunga,5,8,-0.165794,38.0562,586.9,5,media/1547724734638.jpg,1,2,1.5,sloping,low_gradient_hill,midslope,no,yes,yes,private,0,none,25,275,bushland,0,0,2,0,0,0,1,0,0,0,,,,,,uuid:edc3ef65-8de0-46a1-a681-6c5879c3c1f9,Cumass 35 cm,,,pasture_rangeland,,,,,,
Kenya,17-Jan-19,1:45:00 PM,2019,Gatunga,5,9,-0.168904,38.0535,582,5,media/1547721957432.jpg,1,1,1,sloping,low_gradient_hill,midslope,no,yes,yes,private,1,none,0,0,grassland,0,0,3,0,0,0,3,0,0,0,,,,,,uuid:9311726b-2d98-4f0b-9c54-354492fbcc38,Cumass 20 cm,,,pasture_rangeland,,,,,,
Kenya,17-Jan-19,10:58:00 AM,2019,Gatunga,5,10,-0.168064,38.051,570.6,5,media/1547711983649.jpg,2,2,2,sloping,valley,bottomland,no,yes,yes,private,1,none,75,225,bushland,0,0,3,0,0,0,3,0,0,0,,,,,,uuid:36154987-3d24-42c7-8971-91e824d71947,,,,pasture_rangeland,,,,,,
Kenya,18-Jan-19,3:14:00 PM,2019,Gatunga,6,1,-0.147921,38.0417,596.5,5,media/1547813703262.jpg,4,3,3.5,sloping,low_gradient_hill,midslope,no,yes,yes,private,1,none,25,25,shrubland,1,1,2,0,0,0,2,0,0,0,,,,,,uuid:d5c23b7d-cb87-4440-a765-c3dc572236d8,Cumass 20 cm,,,pasture_rangeland,,,,,,
Kenya,18-Jan-19,8:28:00 AM,2019,Gatunga,6,2,-0.144296,38.0452,615.6,5,media/1547789324624.jpg,11,15,13,sloping,medium_gradient_hill,ridge_crest,yes,yes,yes,private,0,none,200,425,cropland,0,2,1,0,0,0,2,0,0,0,no,,no,no,no,uuid:138b6d05-bddd-40ff-aefa-7a8fee1583e4,"Cumass 18 cm,infiltration",,,annual_crop,"Finger millet, green grams",10,yes,yes,,
Kenya,18-Jan-19,1:27:00 PM,2019,Gatunga,6,3,-0.152073,38.0478,580.8,5,media/1547807306697.jpg,3,2,2.5,sloping,low_gradient_hill,footslope,no,yes,no,private,1,none,0,0,grassland,0,0,3,0,0,0,3,0,0,0,,,,,,uuid:85b61b55-d9fe-47c6-89a1-115c0226e082,Cumass 20 cm,,,fallow,,,,,,
Kenya,18-Jan-19,11:31:00 AM,2019,Gatunga,6,4,-0.150624,38.049,586.2,5,media/1547800351420.jpg,4,4,4,sloping,low_gradient_hill,footslope,no,yes,yes,private,1,none,0,25,grassland,0,0,3,0,0,0,3,0,0,0,,,,,,uuid:e633124e-2fa1-45d4-8d58-ba928feaa87b,"Cumass 20 cm,infiltration",,,fallow,,,,,,
Kenya,18-Jan-19,10:43:00 AM,2019,Gatunga,6,5,-0.145516,38.0489,597.4,5,media/1547797442774.jpg,3,3,3,sloping,low_gradient_hill,footslope,no,yes,yes,private,1,none,75,225,shrubland,0,0,3,0,0,0,3,0,0,0,,,,,,uuid:a951ca45-ee68-46df-812b-fb12130bb8ba,Cumass 20 cm,,,pasture_rangeland,,,,,,
Kenya,18-Jan-19,12:33:00 PM,2019,Gatunga,6,6,-0.150796,38.0497,595.6,5,media/1547804018398.jpg,7,4,5.5,sloping,low_gradient_hill,midslope,no,yes,yes,private,0,none,150,400,bushland,0,0,3,0,0,0,2,0,0,0,,,,,,uuid:cf16ee20-f217-453b-8bbd-8f09208c4b77,,,,pasture_rangeland,,,,,,
Kenya,18-Jan-19,9:57:00 AM,2019,Gatunga,6,7,-0.145848,38.0493,592.9,5,media/1547794683758.jpg,6,5,5.5,sloping,low_gradient_hill,midslope,no,yes,yes,private,1,none,350,50,shrubland,1,0,3,0,0,0,3,0,0,0,,,,,,uuid:f7973fa5-69d6-4bca-aab7-5530cffe03db,Cumass 20 cm,,,pasture_rangeland,,,,,,
Kenya,18-Jan-19,12:53:00 PM,2019,Gatunga,6,8,-0.151613,38.05,587.6,5,media/1547805204182.jpg,8,5,6.5,sloping,low_gradient_hill,ridge_crest,yes,yes,no,private,1,struc,0,0,cropland,2,3,1,0,0,0,3,0,0,0,no,,no,no,no,uuid:082c9367-e4dc-40a3-819f-24722dfce114,,,,annual_crop,"Green grams, cowpeas, finger millet",,yes,yes,,
Kenya,18-Jan-19,9:09:00 AM,2019,Gatunga,6,9,-0.146983,38.0482,587.8,5,media/1547791812938.jpg,5,7,6,sloping,low_gradient_hill,footslope,yes,yes,yes,private,1,none,0,0,cropland,0,1,3,0,0,0,3,0,0,0,no,,no,yes,no,uuid:c9c869b7-4f28-4c56-8164-56ce51353178,"Cumass 60 cm,infiltration",,,annual_crop,"Cowpeas, green grams, finger millet,",28,no,no,,3
Kenya,18-Jan-19,3:37:00 PM,2019,Gatunga,6,10,-0.147813,38.0407,573.6,5,media/1547815070348.jpg,5,7,6,sloping,low_gradient_hill,midslope,yes,yes,yes,private,1,none,0,100,cropland,0,3,1,0,0,0,2,0,0,0,no,,no,no,no,uuid:162be872-78f8-48b3-841c-25e6754c0c15,Cumass 32 cm,,,annual_crop,"Green grams, cowpeas, finger millet",4,no,yes,,
Kenya,19-Jan-19,9:10:00 AM,2019,Gatunga,7,1,-0.122528,38.046,610.4,5,media/1547878245953.jpg,15,13,14,sloping,valley,bottomland,no,yes,yes,private,1,none,150,250,bushland,0,0,2,0,0,0,2,0,0,0,,,,,,uuid:5bbf5f13-56de-429a-9aa6-2dd4db0f0e87,,,,pasture_rangeland,,,,,,
Kenya,13-Jan-19,1:09:00 PM,2019,Gatunga,7,2,-0.116842,38.0466,631.1,4,media/1547374254302.jpg,3,3,3,sloping,low_gradient_hill,ridge_crest,yes,yes,no,private,1,none,0,25,cropland,0,3,1,0,0,0,3,0,0,0,no,,no,no,no,uuid:d0ed3e1e-9a37-44e8-9954-11441672f9c5,Cumass 35 cm,,,annual_crop,"Green grams, finger Millet",3,yes,no,,
Kenya,13-Jan-19,8:14:00 AM,2019,Gatunga,7,3,-0.121534,38.0404,625.1,5,media/1547356522239.jpg,12,4,8,sloping,low_gradient_hill,midslope,yes,yes,no,private,1,none,0,50,cropland,0,3,1,0,0,0,2,0,0,0,yes,,no,no,no,uuid:39eb595a-43ec-4f78-898e-68a809119476,"Cumass 5 cm,infiltration",,,annual_crop,"Finger Millet, green grams, cowpeas",50,yes,no,,
Kenya,19-Jan-19,8:35:00 AM,2019,Gatunga,7,4,-0.122267,38.0443,624.4,5,media/1547876184405.jpg,3,3,3,sloping,low_gradient_hill,midslope,no,yes,yes,private,1,none,250,100,bushland,0,1,2,0,0,0,2,0,0,0,,,,,,uuid:06423974-8f46-4b58-acd5-8a55dabb14e3,Cumass 56 cm,,,pasture_rangeland,,,,,,
Kenya,19-Jan-19,9:23:00 AM,2019,Gatunga,7,5,-0.121402,38.0461,617.5,5,media/1547879054636.jpg,2,3,2.5,sloping,low_gradient_hill,midslope,no,yes,yes,private,1,none,100,50,shrubland,0,0,3,0,0,0,3,0,0,0,,,,,,uuid:b2b1788f-850d-4e63-a97d-555f72634554,,,,pasture_rangeland,,,,,,
Kenya,13-Jan-19,9:05:00 AM,2019,Gatunga,7,6,-0.1205,38.0399,624.3,5,media/1547359580088.jpg,3,5,4,sloping,valley,bottomland,yes,yes,yes,private,1,none,0,225,cropland,0,3,1,0,0,0,3,0,0,0,yes,,no,no,no,uuid:163330cd-ddd2-4e06-b1bc-bc8432fb745a,Cumass 70 cm,,,annual_crop,"Green grams, cowpeas",50,no,no,,
Kenya,13-Jan-19,10:08:00 AM,2019,Gatunga,7,7,-0.119717,38.0409,630.2,5,media/1547363458223.jpg,2,1,1.5,sloping,low_gradient_hill,midslope,yes,yes,yes,private,1,none,150,100,cropland,0,3,0,0,0,0,2,1,0,0,no,,no,no,no,uuid:c67bd9bc-cee1-4681-9029-3f3d8b974bd4,"Cumass 30 cm,infiltration",,,annual_crop,"Green grams, cowpeas, finger Millet",50,yes,no,,
Kenya,13-Jan-19,12:33:00 PM,2019,Gatunga,7,8,-0.116434,38.0439,635.5,5,media/1547372068331.jpg,4,4,4,sloping,low_gradient_hill,ridge_crest,no,yes,yes,private,1,none,100,50,shrubland,1,0,3,0,0,0,2,0,0,0,,,,,,uuid:de26e4ea-d596-4798-8ac9-68c30fd389a4,,,,pasture_rangeland,,,,,,
Kenya,13-Jan-19,11:15:00 AM,2019,Gatunga,7,9,-0.119081,38.0411,632.2,5,media/1547367379620.jpg,8,4,6,sloping,low_gradient_hill,midslope,no,yes,yes,private,1,none,0,250,shrubland,2,0,3,0,0,0,3,0,1,0,,,,,,uuid:b576171a-e9dd-4b8d-8c25-3e5cea908e05,Infiltration,,,pasture_rangeland,,,,,,
Kenya,13-Jan-19,11:46:00 AM,2019,Gatunga,7,10,-0.119085,38.0424,619.8,5,media/1547369233907.jpg,5,4,4.5,sloping,low_gradient_hill,footslope,no,yes,yes,private,1,none,0,25,grassland,0,0,3,0,0,0,3,0,0,0,,,,,,uuid:dc6f05e6-c31b-4318-b22e-3f598ce3eac1,,,,pasture_rangeland,,,,,,
Kenya,21-Jan-19,2:38:00 PM,2019,Gatunga,8,1,-0.0936498,38.0564,603.1,5,media/1548070707486.jpg,0,0,0,sloping,valley,bottomland,yes,yes,no,private,1,none,0,0,cropland,0,3,1,0,0,0,3,0,0,0,no,,no,no,no,uuid:130d225e-72a4-439f-bbb3-5753c9c209cb,Cumass 80 cm,,,annual_crop,"Cowpeas, green grams, finger millet",23,yes,yes,,
Kenya,21-Jan-19,12:12:00 PM,2019,Gatunga,8,2,-0.0943478,38.0502,611.4,5,media/1548061971703.jpg,8,5,6.5,sloping,low_gradient_hill,footslope,yes,yes,yes,private,1,none,25,0,cropland,0,3,3,0,0,0,3,0,0,0,no,,no,no,no,uuid:92296ae4-2cbe-4a9f-8cf9-0ad04d9df053,Cumass 20 cm,,,annual_crop,"Cowpeas, green grams, millet",27,no,no,,
Kenya,21-Jan-19,1:22:00 PM,2019,Gatunga,8,3,-0.0903838,38.0509,627.6,5,media/1548066153890.jpg,5,4,4.5,sloping,low_gradient_hill,midslope,yes,yes,yes,private,0,none,0,100,cropland,1,2,2,0,0,0,2,0,0,0,yes,,no,no,no,uuid:7e816c20-acc0-4e5f-877f-0fd532da1fc6,Cumass 25 cm,,,annual_crop,"Cowpeas, green grams, finger millet",20,yes,yes,,
Kenya,21-Jan-19,11:34:00 AM,2019,Gatunga,8,4,-0.0952302,38.0524,609.6,5,media/1548059708340.jpg,4,2,3,sloping,low_gradient_hill,footslope,yes,yes,no,private,1,none,0,0,cropland,0,3,3,0,0,0,2,0,0,0,no,,no,no,no,uuid:9afb3dd1-4fae-4b03-981e-276e4c826701,"Cumass 39 cm,infiltration",,,annual_crop,"Cowpeas, green grams, millet",40,no,no,,
Kenya,21-Jan-19,8:41:00 AM,2019,Gatunga,8,5,-0.099663,38.0506,622.1,5,media/1548049309633.jpg,6,4,5,sloping,low_gradient_hill,footslope,yes,yes,yes,private,0,none,0,25,cropland,0,3,1,0,0,0,1,0,0,0,no,,no,no,no,uuid:80316ed8-f53c-4dfa-a464-1dd287f2933a,"Cumass 20 cm,infiltration",,,annual_crop,"Finger millet, green grams, cowpeas",3,no,yes,,
Kenya,21-Jan-19,3:08:00 PM,2019,Gatunga,8,6,-0.096427,38.0546,609.4,5,media/1548072532830.jpg,6,4,5,sloping,low_gradient_hill,midslope,yes,no,yes,private,1,none,0,0,cropland,0,2,2,0,0,0,2,0,0,0,no,,no,yes,no,uuid:aae9ce03-f608-49ba-81b8-0b3eff1c2259,,,,annual_crop,"Green grams, cowpeas, finger millet",2,no,yes,,1
Kenya,21-Jan-19,2:11:00 PM,2019,Gatunga,8,7,-0.0939265,38.0554,614.1,5,media/1548069124864.jpg,7,7,7,sloping,low_gradient_hill,midslope,no,yes,yes,private,1,none,0,25,grassland,0,0,3,0,0,0,3,0,0,0,,,,,,uuid:1a3108f2-551a-4ffd-b5a1-49a387792aad,Cumass 20 cm,,,fallow,,,,,,
Kenya,21-Jan-19,10:11:00 AM,2019,Gatunga,8,8,-0.0968877,38.0521,614.3,5,media/1548054722985.jpg,3,2,2.5,sloping,low_gradient_hill,midslope,yes,yes,yes,private,1,none,0,0,grassland,0,3,1,0,0,0,1,0,0,0,no,,no,yes,no,uuid:a07f77a3-9aa7-4c95-802c-3dd7f252df50,"Cumass 30 cm,infiltration",,,fallow,"Cowpeas, green grams, millet",50,no,no,,1
Kenya,21-Jan-19,11:10:00 AM,2019,Gatunga,8,9,-0.0963468,38.0511,625.2,5,media/1548058242844.jpg,3,3,3,sloping,low_gradient_hill,ridge_crest,yes,yes,yes,private,1,none,25,100,cropland,1,2,2,0,0,0,2,0,0,0,no,,no,no,no,uuid:1adf04d4-4840-41bf-b0e3-64918a8406e0,,,,annual_crop,"Cowpeas, green grams",3,yes,no,,
Kenya,21-Jan-19,9:26:00 AM,2019,Gatunga,8,10,-0.0992735,38.0517,610.3,5,media/1548052055529.jpg,7,11,9,sloping,valley,bottomland,no,yes,yes,private,0,none,0,75,grassland,3,0,1,0,0,0,1,0,0,0,,,,,,uuid:3ff45524-4dfd-44f4-ab23-e6da12bda5d7,Cumass 110 cm,,,pasture_rangeland,,,,,,
Kenya,22-Jan-19,10:05:00 AM,2019,Gatunga,9,1,-0.167541,38.0636,639.5,5,media/1548140770344.jpg,16,17,16.5,sloping,medium_gradient_hill,ridge_crest,no,yes,yes,private,0,none,100,200,bushland,0,0,2,0,0,0,1,0,0,0,,,,,,uuid:58983245-f7e8-44e0-9cec-28226ab2de68,"Cumass 20 cm,infiltration",,,pasture_rangeland,,,,,,
Kenya,22-Jan-19,4:47:00 PM,2019,Gatunga,9,2,-0.172104,38.0665,603.8,4,media/1548164873745.jpg,15,12,13.5,sloping,medium_gradient_hill,ridge_crest,no,yes,yes,private,0,none,0,200,shrubland,1,1,2,0,0,0,1,0,0,0,,,,,,uuid:9541cba0-1d7f-4162-85d3-fd5f3537dd36,,,,pasture_rangeland,,,,,,
Kenya,22-Jan-19,2:43:00 PM,2019,Gatunga,9,3,-0.171176,38.0682,635.6,5,media/1548157454156.jpg,4,2,3,sloping,medium_gradient_hill,ridge_crest,yes,yes,yes,private,1,none,50,75,cropland,0,3,2,0,0,0,2,0,0,0,no,,no,no,no,uuid:588a72c5-17c6-44f4-ac75-d2c562727276,Cumass 34 cm,,,annual_crop,"Cowpeas, green grams, finger millet",10,no,no,,
Kenya,22-Jan-19,3:48:00 PM,2019,Gatunga,9,4,-0.172275,38.071,621.7,5,media/1548161333241.jpg,11,9,10,sloping,valley,bottomland,no,yes,yes,private,0,none,0,25,bushland,3,0,3,0,0,0,2,0,0,0,,,,,,uuid:3b73336e-fa9a-4e22-b391-ad53eb6e86ae,,,,fallow,,,,,,
Kenya,22-Jan-19,10:43:00 AM,2019,Gatunga,9,5,-0.167719,38.0648,605.9,5,media/1548143071807.jpg,22,7,14.5,sloping,medium_gradient_hill,midslope,yes,yes,yes,private,0,none,25,50,cropland,0,3,2,0,0,0,2,0,0,0,no,,no,yes,no,uuid:3992bb5f-f1c2-4219-afc1-9fe12c18e00e,Cumass 20 cm,,,fallow,"Cowpeas, green grams",15,no,no,,1
Kenya,22-Jan-19,1:02:00 PM,2019,Gatunga,9,6,-0.167158,38.0713,641.6,5,media/1548151400121.jpg,10,7,8.5,sloping,medium_gradient_hill,footslope,yes,yes,yes,private,1,none,100,0,cropland,2,3,1,0,0,0,2,0,0,0,no,,no,no,no,uuid:1c9f83f0-c99f-42a9-897a-60e997c9c007,,,,annual_crop,"Cowpeas, green grams, finger millet",3,no,yes,,
Kenya,22-Jan-19,9:25:00 AM,2019,Gatunga,9,7,-0.164318,38.063,633.1,5,media/1548138357542.jpg,4,5,4.5,sloping,low_gradient_hill,ridge_crest,yes,yes,yes,private,1,none,0,0,cropland,0,3,1,0,0,0,3,0,0,0,no,,no,yes,no,uuid:22b00b99-52b7-4029-9977-84beb37612e5,"Cumass 26 cm,infiltration",,,annual_crop,"Green grams, cowpeas, finger millet",12,yes,yes,,1
Kenya,22-Jan-19,3:36:00 PM,2019,Gatunga,9,8,-0.172743,38.0712,618.3,5,media/1548160630942.jpg,3,3,3,sloping,valley,bottomland,no,yes,yes,private,0,none,325,175,bushland,0,0,2,0,0,0,2,0,0,0,,,,,,uuid:9a047a28-bbbc-4519-a2f8-c503f33ddf9f,Cumass 50 cm,,,fallow,,,,,,
Kenya,22-Jan-19,1:54:00 PM,2019,Gatunga,9,9,-0.169086,38.0692,648.8,5,media/1548154490515.jpg,4,5,4.5,sloping,medium_gradient_hill,midslope,yes,yes,no,private,0,none,0,0,cropland,0,3,1,0,0,0,2,0,0,0,no,,no,no,no,uuid:e52cb533-a4fa-4240-9fef-e8a62f6a521a,Cumass 13 cm,,,annual_crop,"Green grams, finger millet, cowpeas",20,yes,yes,,
Kenya,22-Jan-19,12:05:00 PM,2019,Gatunga,9,10,-0.164809,38.0669,615.6,5,media/1548147996105.jpg,5,3,4,sloping,low_gradient_hill,footslope,no,yes,yes,private,0,none,75,575,bushland,0,0,3,0,0,0,2,0,0,0,,,,,,uuid:cd69c041-0542-4f0a-82f8-2452568e3329,Cumass 20 cm,,,pasture_rangeland,,,,,,
Kenya,23-Jan-19,11:10:00 AM,2019,Gatunga,10,1,-0.146175,38.0712,623.4,5,media/1548231038991.jpg,12,10,11,sloping,medium_gradient_hill,ridge_crest,no,yes,yes,private,0,none,0,225,bushland,1,0,2,0,0,0,2,0,0,0,,,,,,uuid:cdece85c-0afc-4565-b540-9e6261ea42ae,Infiltration,,,pasture_rangeland,,,,,,
Kenya,23-Jan-19,1:30:00 PM,2019,Gatunga,10,2,-0.144928,38.0759,603.7,5,media/1548239447450.jpg,1,2,1.5,sloping,low_gradient_hill,midslope,no,yes,yes,private,0,none,25,375,thicket,2,0,2,0,1,0,1,0,0,0,,,,,,uuid:1f23b9c2-3eaa-4178-8843-b59b6fec3210,Cumass 17 cm,,,pasture_rangeland,,,,,,
Kenya,23-Jan-19,9:22:00 AM,2019,Gatunga,10,3,-0.142028,38.0702,638.9,5,media/1548224685674.jpg,16,13,14.5,composite,medium_gradient_hill,midslope,yes,yes,yes,private,0,none,0,25,cropland,0,3,1,0,0,0,2,0,0,0,no,,no,no,no,uuid:f83562c0-1e4c-40dc-aba9-ae734959705d,Cumass 50 cm,,,annual_crop,Green grams,1,no,no,,
Kenya,23-Jan-19,2:57:00 PM,2019,Gatunga,10,4,-0.144374,38.078,584,5,media/1548244697971.jpg,11,11,11,sloping,medium_gradient_hill,ridge_crest,no,yes,yes,private,0,none,125,25,shrubland,0,1,2,0,0,0,1,0,0,0,,,,,,uuid:29f7a4f9-7625-4130-9b10-242639b74c0b,,,,pasture_rangeland,,,,,,
Kenya,23-Jan-19,8:40:00 AM,2019,Gatunga,10,5,-0.143265,38.0699,641,5,media/1548222089409.jpg,4,5,4.5,sloping,medium_gradient_hill,midslope,yes,yes,yes,private,0,none,0,75,cropland,0,3,1,0,0,0,2,0,0,0,no,,no,no,no,uuid:1401d6de-f743-4522-876f-8b191211d198,"Cumass 27 cm,infiltration",,,annual_crop,"Cowpeas, green grams, finger millet",3,no,yes,,
Kenya,31-Jan-19,8:35:00 AM,2019,Gatunga,10,6,-0.142306,38.0738,625.3,5,media/1548912988919.jpg,8,10,9,sloping,medium_gradient_hill,midslope,no,yes,yes,private,1,none,0,75,bushland,0,0,3,0,0,0,3,0,0,0,,,,,,uuid:90f32a7c-bd0e-484b-8d5d-096b67cda3d2,Cumass 50 cm,,,pasture_rangeland,,,,,,
Kenya,23-Jan-19,10:05:00 AM,2019,Gatunga,10,7,-0.140291,38.07,651,5,media/1548227212495.jpg,19,20,19.5,steep,medium_gradient_hill,ridge_crest,no,yes,yes,private,0,none,75,125,shrubland,0,1,2,0,0,0,0,0,0,0,,,,,,uuid:522d0826-cb8d-403d-b891-30b506e62ada,"Cumass 40 cm,infiltration",,,pasture_rangeland,,,,,,
Kenya,23-Jan-19,1:59:00 PM,2019,Gatunga,10,8,-0.144848,38.0765,594.6,5,media/1548241177516.jpg,5,3,4,sloping,low_gradient_hill,midslope,yes,yes,yes,private,1,none,0,0,cropland,0,3,1,0,0,0,2,0,0,0,no,,no,no,no,uuid:09cc8320-7663-4445-b6eb-f12170e290cb,Cumass 20 cm,,,annual_crop,"Finger millet, cowpeas",14,yes,yes,,
Kenya,23-Jan-19,12:30:00 PM,2019,Gatunga,10,9,-0.146592,38.0763,600,5,media/1548235872962.jpg,5,6,5.5,sloping,medium_gradient_hill,midslope,no,yes,yes,private,0,none,75,200,bushland,0,0,2,0,0,0,0,3,0,0,,,,,,uuid:a2a2b58a-f59f-4638-9623-89452375ba7e,Cumass 20 cm,,,fallow,,,,,,
Kenya,31-Jan-19,9:29:00 AM,2019,Gatunga,10,10,-0.139659,38.0766,607.4,5,media/1548916236334.jpg,4,5,4.5,sloping,medium_gradient_hill,midslope,no,yes,yes,private,1,none,200,50,shrubland,1,1,3,0,0,0,3,0,1,0,,,,,,uuid:6b77b5ec-7471-4abe-8c13-246e5da8c858,Cumass 50 cm,,,fallow,,,,,,
Kenya,26-Jan-19,11:49:00 AM,2019,Gatunga,11,1,-0.119034,38.07,590.2,5,media/1548492613442.jpg,5,5,5,sloping,medium_gradient_hill,midslope,no,yes,yes,private,1,none,100,100,bushland,0,0,3,0,0,0,3,0,0,0,,,,,,uuid:3e291823-20a9-4df6-a549-7d074ca74922,,,,pasture_rangeland,,,,,,
Kenya,26-Jan-19,3:20:00 PM,2019,Gatunga,11,2,-0.1221,38.0705,577.2,5,media/1548505240675.jpg,12,7,9.5,sloping,low_gradient_hill,footslope,yes,yes,yes,private,0,none,0,100,cropland,3,2,1,2,0,0,1,0,0,0,no,,no,no,no,uuid:8bb20821-b91d-4d1e-bb8f-bbcc583af2f1,,,,annual_crop,Green grams,1,no,no,,
Kenya,26-Jan-19,9:47:00 AM,2019,Gatunga,11,3,-0.114458,38.0706,586.9,5,media/1548485318277.jpg,4,3,3.5,sloping,medium_gradient_hill,midslope,yes,yes,yes,private,0,none,0,125,cropland,0,3,1,0,0,0,1,0,0,0,yes,,no,no,no,uuid:8446e29c-c546-4162-8e14-d04ae2d2416d,"Cumass 20 cm,infiltration",,,annual_crop,"Green grams, cowpeas, Pearl millet",2,no,yes,,
Kenya,26-Jan-19,8:56:00 AM,2019,Gatunga,11,4,-0.114253,38.0655,585.8,5,media/1548482276554.jpg,14,3,8.5,sloping,valley,footslope,no,yes,yes,private,0,none,25,250,bushland,1,0,2,0,0,0,1,0,0,0,,,,,,uuid:5c170759-3a32-4b8b-8746-dd6aa55d4ed9,"Cumass 38 cm,infiltration",,,pasture_rangeland,,,,,,
Kenya,26-Jan-19,10:36:00 AM,2019,Gatunga,11,5,-0.114312,38.0744,615.8,5,media/1548488214004.jpg,3,3,3,sloping,medium_gradient_hill,midslope,yes,yes,yes,private,0,none,0,0,cropland,0,3,1,0,0,0,2,0,0,0,no,,no,no,no,uuid:71da1c78-8bea-4f9d-b571-b5bd5d1164f5,,,,annual_crop,"Cowpeas, green grams, millet",3,no,yes,,
